pressure,temperature_C,humidity_percent
6.0,24.23,49.05
2.0,24.93,56.95
6.0,22.52,52.42
19.0,29.78,45.02
26.0,33.0,85.09
10.0,32.2,49.67
26.0,9.68,43.61
1.0,28.46,62.41
23.0,27.19,54.92
33.0,24.11,68.75
11.0,58.45560000000002,56.2
15.0,30.66,61.77
21.0,33.61,67.14
22.0,7.87,41.65
14.0,52.61,69.28
1.0,7.0,48.59
24.0,26.18,68.81
7.0,6.56,89.54
33.0,32.93,50.35
5.0,8.96,62.89
20.0,23.95,44.01
7.0,20.55,11.93
23.0,30.71,43.23
1.0,24.5,51.16
34.0,8.25,60.2
16.0,27.86,59.31
25.0,23.7,52.46
6.0,33.34,58.62
34.0,25.39,65.32
26.0,27.58,50.62
30.0,21.65,13.59
10.0,25.65,41.1
1.0,25.69,54.33
7.0,22.65,47.8
14.0,26.34,52.17
19.0,20.01,64.47
13.0,27.43,94.03
1.0,29.75,60.58
7.0,33.45,51.52
1.0,58.45560000000002,61.17
25.0,22.01,94.03
14.0,7.52,55.75
21.0,9.47,64.02
19.0,30.04,63.76
10.0,22.4,46.89
23.0,21.54,88.79
14.0,30.5,41.07
4.0,20.25,64.79
27.0,33.36,65.04
21.0,21.81,11.14
27.0,6.1,54.86
26.0,24.29,50.49
3.0,52.7,44.33
21.0,28.41,53.21
17.0,31.06,60.61
3.0,21.09,17.28
13.0,32.29,45.6
9.0,33.43,40.57
29.0,27.83,59.24
25.0,23.54,57.16
17.0,5.72,40.91
33.0,57.36,61.66
3.0,25.77,88.46
22.0,20.37,50.21
9.0,23.42,47.08
26.0,20.2,64.27
11.0,34.32,90.73
25.0,20.47,53.04
25.0,33.39,46.75
21.0,23.7,67.6
12.0,50.22,69.58
26.0,27.29,50.43
28.0,53.47,66.58
13.0,22.55,94.03
1.0,25.64,48.8
15.0,30.01,93.37
26.0,33.88,66.81
20.0,34.68,44.21
14.0,9.41,12.01
7.0,28.1,64.33
9.0,26.95,57.95
13.0,30.46,49.68
34.0,46.04,62.9
8.0,51.99,12.35
11.0,9.55,49.68
26.0,25.28,40.46
7.0,33.41,56.65
31.0,25.38,13.85
27.0,49.53,43.28
10.0,20.95,66.45
31.0,26.03,54.53
32.0,28.42,40.28
29.0,30.46,46.91
14.0,5.53,68.19
17.0,7.94,49.57
18.0,26.52,66.18
4.0,48.75,45.65
13.0,22.45,53.86
25.0,32.38,50.86
4.0,20.9,44.91
17.0,20.55,13.0
21.0,34.46,65.28
5.0,30.94,65.75
27.0,29.26,60.07
17.0,31.3,53.74
7.0,29.82,49.21
20.0,34.18,50.02
32.0,29.58,52.66
18.0,31.32,16.06
19.0,23.36,58.98
5.0,8.14,88.26
31.0,5.56,67.07
16.0,31.77,64.74
2.0,32.38,66.4
9.0,27.92,45.86
7.0,57.73,89.9
26.0,22.64,60.59
1.0,34.14,42.43
31.0,32.54,68.74
7.0,34.22,64.04
25.0,26.02,54.69
32.0,29.54,57.4
30.0,34.22,69.9
35.0,20.41,55.74
34.0,25.04,85.43
1.0,5.53,58.18
28.0,25.67,52.29
7.0,23.15,55.16
33.0,30.19,44.5
22.0,29.24,42.77
2.0,32.88,44.01
19.0,32.07,93.26
7.0,23.65,58.74
24.0,25.0,90.55
14.0,24.06,65.98
27.0,28.61,19.02
13.0,27.99,54.77
12.0,22.53,65.43
27.0,34.24,47.03
25.0,27.88,52.7
7.0,33.13,50.01
11.0,28.42,53.42
14.0,24.13,13.42
7.0,22.31,65.23
8.0,8.5,50.58
29.0,45.36,59.51
14.0,30.47,48.87
7.0,30.89,55.86
15.0,30.66,42.49
32.0,55.48,59.48
13.0,23.59,13.17
35.0,45.44,69.32
10.0,30.04,49.97
13.0,23.16,65.23
24.0,23.42,47.15
4.0,54.24,69.03
28.0,26.59,61.93
16.0,30.83,65.15
9.0,22.0,64.72
35.0,21.54,11.58
25.0,34.0,65.89
30.0,32.86,51.5
14.0,31.87,55.68
10.0,33.49,62.36
17.0,7.43,63.09
11.0,29.18,94.03
27.0,24.51,54.87
13.0,48.61,62.28
18.0,29.5,60.08
5.0,29.36,52.26
9.0,30.49,12.85
31.0,48.45,41.79
4.0,20.03,48.4
21.0,20.11,68.3
24.0,26.44,45.52
23.0,27.59,41.46
9.0,26.14,57.42
31.0,31.33,55.54
21.0,25.86,85.28
32.0,30.62,55.26
15.0,28.68,69.56
14.0,46.58,53.86
31.0,32.95,68.81
18.0,24.98,53.58
30.0,29.15,46.86
28.0,32.56,67.64
3.0,30.22,86.14
1.0,9.7,55.86
7.0,24.43,50.2
29.0,50.92,51.62
27.0,23.14,64.48
32.0,24.11,54.19
35.0,9.92,50.05
31.0,23.02,66.6
13.0,47.05,60.46
6.0,33.44,89.77
12.0,20.48,49.58
1.0,26.85,47.51
31.0,28.66,41.78
23.0,26.29,56.38
2.0,21.9,61.98
4.0,29.71,61.86
5.0,34.66,53.15
15.0,31.94,59.89
20.0,9.14,86.31
35.0,7.47,68.22
21.0,20.91,93.22
26.0,31.04,11.14
26.0,27.85,65.01
27.0,33.09,59.46
5.0,57.87,61.51
27.0,6.48,68.02
9.0,21.57,54.1
11.0,34.13,50.13
9.0,27.48,41.62
6.0,33.29,47.03
3.0,31.08,68.1
12.0,32.97,59.1
34.0,29.8,53.0
15.0,28.07,66.59
2.0,23.04,40.22
17.0,7.03,85.92
26.0,29.03,50.79
34.0,29.27,18.83
31.0,30.25,46.94
1.0,31.49,47.61
8.0,7.73,85.29
34.0,31.93,67.67
21.0,52.85,87.14
4.0,25.34,43.02
31.0,21.27,89.22
32.0,34.61,56.39
6.0,28.17,68.96
33.0,21.31,86.97
9.0,26.38,40.48
29.0,32.61,11.39
18.0,24.35,46.81
11.0,24.16,57.67
35.0,30.51,59.66
18.0,26.57,17.28
1.0,6.68,14.27
6.0,30.72,52.05
19.0,33.1,49.23
29.0,30.89,66.33
20.0,33.89,65.21
22.0,29.65,63.85
15.0,25.14,63.59
25.0,33.72,87.75
23.0,31.23,48.4
20.0,32.21,56.41
15.0,5.53,44.33
19.0,23.71,67.55
25.0,24.24,40.8
21.0,20.69,43.88
1.0,33.93,54.84
15.0,5.66,41.39
31.0,23.92,52.55
20.0,57.69,44.23
8.0,45.24,91.06
11.0,32.67,51.4
11.0,22.35,60.5
4.0,33.42,64.29
26.0,6.97,18.58
26.0,25.76,52.57
28.0,53.57,93.14
28.0,30.34,51.47
15.0,53.73,52.91
21.0,32.54,63.1
6.0,29.76,54.43
32.0,22.33,44.74
8.0,34.75,43.49
4.0,33.21,58.73
19.0,23.57,66.34
11.0,23.52,91.36
14.0,46.72,42.61
4.0,21.22,44.59
27.0,23.24,40.69
19.0,34.42,50.21
34.0,30.32,49.97
4.0,27.73,69.72
14.0,47.65,50.2
24.0,26.5,45.39
6.0,32.9,68.37
18.0,20.58,65.58
30.0,23.98,49.16
21.0,29.2,45.93
30.0,27.25,69.59
13.0,28.15,44.13
2.0,21.62,43.21
17.0,6.63,87.72
1.0,27.27,54.59
30.0,31.64,15.21
30.0,32.08,86.87
14.0,29.34,62.3
10.0,23.35,16.83
13.0,46.45,64.85
12.0,21.44,56.28
22.0,5.53,48.84
31.0,24.94,63.28
17.0,23.28,55.59
25.0,33.75,56.97
9.0,58.45560000000002,44.22
24.0,23.91,66.4
4.0,32.79,61.98
32.0,29.22,55.93
15.0,31.63,44.46
13.0,20.1,53.92
20.0,24.8,62.99
23.0,30.8,55.99
24.0,8.83,45.88
17.0,22.93,45.07
13.0,33.14,19.76
3.0,34.92,50.84
5.0,31.19,63.1
6.0,21.49,53.45
8.0,30.73,53.24
26.0,24.24,41.75
18.0,28.44,41.71
12.0,27.62,63.95
9.0,26.61,56.93
4.0,20.32,41.25
21.0,23.08,94.03
3.0,21.37,16.42
28.0,49.35,60.55
12.0,30.68,40.81
3.0,33.13,85.36
30.0,33.86,12.59
8.0,21.19,47.08
6.0,32.24,68.24
13.0,23.13,14.32
10.0,33.3,11.48
27.0,21.19,45.87
28.0,21.18,16.28
27.0,30.15,94.03
13.0,31.49,61.02
25.0,31.51,44.08
3.0,30.2,12.99
24.0,45.83,42.27
32.0,26.02,47.57
17.0,20.61,63.71
31.0,5.53,65.71
25.0,26.59,19.03
29.0,26.89,52.34
31.0,24.27,53.72
17.0,45.2,47.86
20.0,23.96,41.39
15.0,29.17,93.01
6.0,20.67,53.08
17.0,9.0,43.17
7.0,30.73,59.6
11.0,5.73,93.9
6.0,26.86,45.15
20.0,21.5,11.14
3.0,22.38,45.93
26.0,7.83,16.37
32.0,24.93,67.02
13.0,22.22,48.51
20.0,24.54,59.41
21.0,29.78,43.73
1.0,27.9,40.24
32.0,21.77,66.35
15.0,24.74,40.78
35.0,29.45,66.0
25.0,27.03,68.13
15.0,23.16,56.36
13.0,6.46,57.98
4.0,23.97,50.55
28.0,26.17,88.48
26.0,33.21,41.29
11.0,28.32,88.92
9.0,23.87,42.83
15.0,6.1,50.57
14.0,23.68,57.45
27.0,33.28,46.05
32.0,21.69,17.51
28.0,25.38,62.16
34.0,8.6,43.46
17.0,23.39,53.35
12.0,53.24,67.52
18.0,31.8,47.37
5.0,31.23,56.23
23.0,46.13,58.95
1.0,33.98,68.04
6.0,34.88,88.65
4.0,27.45,66.74
32.0,33.98,69.18
6.0,20.02,42.91
29.0,22.49,69.21
35.0,34.17,62.37
1.0,27.29,60.96
20.0,34.06,43.53
24.0,28.78,42.55
33.0,32.87,53.51
22.0,33.03,52.72
4.0,20.09,89.97
32.0,27.68,63.56
15.0,26.94,48.98
6.0,29.02,61.37
34.0,24.43,69.11
2.0,21.8,54.71
32.0,20.38,62.26
28.0,34.75,66.9
7.0,20.26,44.82
26.0,20.54,50.24
18.0,32.52,46.78
1.0,25.52,56.82
32.0,34.8,45.09
24.0,23.45,41.42
31.0,31.1,58.06
14.0,6.44,86.42
30.0,27.97,61.83
23.0,27.17,93.98
18.0,22.75,49.93
10.0,24.0,47.09
8.0,33.9,15.99
28.0,24.8,58.19
31.0,23.06,62.16
14.0,47.72,67.13
4.0,25.82,49.84
5.0,27.96,41.37
28.0,31.13,49.67
35.0,31.59,53.92
34.0,22.39,13.69
30.0,21.83,68.08
3.0,25.61,46.57
21.0,25.91,62.36
22.0,24.57,48.4
21.0,9.42,67.3
24.0,25.47,42.95
2.0,26.21,59.88
21.0,30.71,60.29
26.0,34.47,53.24
34.0,20.32,62.06
13.0,30.49,62.0
6.0,30.33,53.77
33.0,8.82,91.34
28.0,29.83,66.46
10.0,30.86,18.71
19.0,32.26,56.78
26.0,48.07,48.04
30.0,28.52,64.05
24.0,28.8,88.92
6.0,34.56,58.63
27.0,26.89,40.05
22.0,23.82,68.48
19.0,24.49,54.98
27.0,33.28,41.52
30.0,20.46,89.77
32.0,58.45560000000002,67.09
4.0,24.34,63.26
6.0,22.19,14.38
22.0,6.56,60.27
33.0,27.56,61.55
5.0,30.02,61.44
3.0,30.83,41.17
22.0,20.05,68.3
14.0,34.69,17.62
8.0,33.2,64.61
32.0,26.37,51.46
10.0,50.75,43.37
26.0,32.56,66.04
8.0,6.46,64.64
24.0,27.67,50.26
7.0,20.53,50.6
4.0,52.04,87.8
11.0,57.03,45.54
20.0,26.98,18.86
14.0,8.18,45.75
21.0,20.78,43.53
23.0,30.21,53.57
11.0,7.69,64.52
14.0,5.74,40.21
33.0,28.4,53.98
13.0,30.13,54.66
27.0,23.29,65.33
13.0,30.13,40.52
5.0,31.5,46.96
26.0,26.16,14.39
15.0,5.84,14.43
22.0,26.78,68.89
33.0,24.66,92.15
28.0,30.5,49.66
14.0,27.58,50.8
7.0,27.32,56.0
18.0,24.16,67.95
2.0,29.73,43.65
17.0,33.53,59.1
4.0,31.58,44.79
13.0,28.02,53.62
22.0,24.68,66.4
16.0,26.04,50.33
2.0,9.63,58.15
20.0,7.5,69.08
2.0,28.7,51.65
3.0,30.51,57.01
21.0,30.82,57.67
7.0,23.36,62.74
24.0,25.31,41.99
33.0,32.64,63.18
14.0,24.2,61.43
19.0,33.23,46.72
24.0,26.91,44.78
7.0,24.27,52.89
31.0,32.34,56.88
22.0,31.14,51.84
21.0,20.68,57.88
23.0,21.12,55.67
5.0,6.96,85.84
8.0,30.89,47.53
27.0,34.13,13.42
3.0,23.79,46.26
28.0,8.08,58.39
9.0,21.41,17.9
27.0,5.53,66.11
24.0,53.92,52.66
27.0,21.63,60.28
17.0,27.27,42.42
6.0,20.7,53.9
13.0,22.93,88.91
7.0,22.93,62.82
5.0,28.82,58.94
10.0,20.03,45.4
29.0,24.94,68.27
23.0,30.29,65.51
1.0,25.88,46.6
2.0,27.77,53.18
22.0,30.43,60.15
27.0,21.21,56.19
5.0,20.54,68.46
35.0,23.01,49.31
8.0,25.09,63.28
35.0,21.04,52.8
28.0,28.95,16.64
32.0,23.78,11.7
20.0,21.54,65.79
24.0,22.82,61.57
14.0,22.78,50.91
6.0,26.89,90.21
8.0,8.92,55.21
26.0,9.51,18.31
8.0,7.54,62.79
4.0,30.09,15.18
1.0,21.76,18.46
20.0,26.06,86.22
6.0,26.93,65.1
31.0,47.23,54.72
17.0,29.91,87.1
33.0,24.91,92.15
10.0,22.78,47.5
15.0,26.68,42.49
27.0,32.27,41.12
2.0,33.45,54.35
29.0,33.37,54.25
34.0,33.4,46.76
19.0,26.81,43.63
1.0,24.69,43.08
7.0,9.0,60.49
25.0,58.45560000000002,14.11
10.0,28.0,60.96
8.0,27.85,46.82
8.0,6.51,92.04
25.0,20.55,48.48
16.0,22.17,15.67
33.0,50.21,67.98
23.0,51.21,45.64
4.0,20.62,55.26
1.0,20.89,14.53
23.0,25.33,17.63
12.0,28.15,53.07
15.0,29.15,53.2
22.0,25.93,52.3
13.0,22.83,54.68
4.0,23.71,41.69
8.0,50.49,94.03
2.0,22.66,90.94
15.0,33.45,59.32
34.0,23.31,18.67
18.0,55.82,53.81
28.0,55.39,17.84
24.0,20.83,90.7
14.0,7.12,87.66
5.0,23.17,89.66
11.0,20.86,63.36
31.0,32.5,49.8
21.0,8.96,53.41
23.0,34.33,63.57
23.0,5.53,40.19
21.0,8.35,44.49
22.0,24.52,63.82
2.0,23.89,61.39
30.0,34.08,51.02
34.0,8.12,13.84
24.0,20.72,62.33
25.0,26.6,53.59
18.0,29.73,53.82
32.0,6.59,93.55
14.0,23.09,57.43
28.0,5.53,41.47
8.0,28.36,65.75
31.0,29.62,49.9
3.0,25.82,61.69
30.0,50.82,67.34
33.0,34.54,11.46
24.0,20.1,52.2
19.0,22.67,94.03
10.0,22.57,89.37
24.0,29.91,93.86
15.0,22.1,47.3
8.0,28.67,50.84
5.0,24.4,49.09
13.0,30.82,46.37
27.0,31.53,51.2
14.0,26.66,48.15
33.0,24.96,53.56
16.0,23.19,61.12
20.0,30.2,52.36
23.0,31.35,17.34
13.0,28.4,93.58
32.0,5.71,60.09
29.0,27.85,58.81
30.0,5.81,59.51
13.0,29.04,56.87
12.0,33.02,13.59
34.0,24.64,68.7
25.0,34.9,52.26
15.0,27.24,65.79
35.0,31.17,52.68
3.0,21.84,60.48
15.0,54.84,52.64
20.0,58.42,52.46
16.0,53.23,50.69
22.0,29.75,67.49
12.0,21.72,61.49
15.0,24.37,47.66
10.0,23.11,48.31
20.0,25.27,61.25
4.0,53.68,66.71
4.0,24.86,51.83
14.0,26.1,55.74
35.0,33.34,45.08
34.0,30.02,42.35
28.0,6.65,42.49
16.0,20.23,53.76
16.0,31.06,89.99
3.0,7.34,59.34
9.0,30.64,57.86
6.0,46.67,16.98
8.0,25.06,42.16
20.0,29.23,40.16
25.0,24.18,41.57
11.0,21.76,46.54
2.0,33.28,93.14
14.0,21.67,64.51
7.0,21.53,67.52
10.0,24.96,86.84
3.0,54.08,47.36
17.0,30.16,55.88
26.0,23.73,68.51
16.0,33.84,55.98
16.0,26.99,92.79
21.0,9.86,49.81
33.0,58.27,52.44
1.0,33.57,43.66
4.0,30.62,87.73
29.0,23.13,55.27
26.0,25.71,94.03
16.0,34.9,41.24
27.0,32.56,57.51
32.0,20.83,89.92
16.0,33.37,42.24
7.0,31.62,45.82
35.0,32.56,50.87
13.0,28.09,92.02
28.0,7.02,54.72
2.0,27.65,60.94
28.0,58.27,54.38
4.0,9.28,89.8
32.0,47.05,41.0
16.0,32.0,42.01
15.0,26.16,50.25
19.0,6.04,57.47
1.0,48.55,59.56
31.0,29.79,12.11
18.0,25.5,54.42
15.0,7.28,48.7
29.0,25.83,46.03
13.0,34.43,51.31
27.0,29.62,14.74
1.0,29.16,12.72
35.0,33.18,50.81
15.0,25.29,45.89
26.0,34.59,11.43
29.0,31.03,44.41
35.0,21.53,91.77
21.0,24.78,69.96
7.0,8.31,68.5
8.0,21.05,51.36
16.0,28.19,55.94
9.0,6.5,49.92
20.0,25.88,88.36
28.0,33.4,68.51
30.0,30.08,59.81
7.0,32.42,43.73
19.0,20.01,11.14
17.0,55.59,52.21
25.0,21.49,58.96
15.0,28.12,41.71
12.0,33.84,54.92
20.0,23.33,48.78
28.0,50.87,90.02
27.0,24.52,58.32
19.0,27.13,94.03
8.0,23.17,68.9
32.0,22.17,52.61
2.0,25.93,47.98
34.0,6.3,59.31
34.0,22.5,62.85
16.0,33.32,56.06
2.0,26.76,46.79
29.0,26.24,56.12
3.0,34.15,47.27
23.0,57.12,55.75
21.0,48.7,51.56
14.0,32.1,41.73
9.0,31.75,41.56
35.0,21.24,92.56
26.0,31.12,55.54
19.0,29.28,54.3
6.0,6.14,60.88
27.0,24.62,50.92
6.0,23.27,41.65
27.0,29.71,48.04
17.0,22.62,85.13
22.0,27.34,49.66
3.0,6.44,46.74
3.0,30.37,50.97
7.0,51.26,62.64
12.0,24.05,15.86
5.0,26.23,69.98
28.0,35.0,42.67
13.0,30.35,40.25
22.0,22.59,43.2
12.0,26.96,46.37
10.0,58.45560000000002,52.88
2.0,55.57,69.44
23.0,25.11,48.92
15.0,21.1,56.97
32.0,8.09,89.34
30.0,26.82,54.84
11.0,24.35,41.09
17.0,29.33,47.61
11.0,30.78,65.1
33.0,28.06,17.9
24.0,26.79,14.84
25.0,20.84,49.92
34.0,34.75,45.03
28.0,31.47,57.6
35.0,21.31,63.55
18.0,21.68,62.63
8.0,47.39,47.49
35.0,28.55,89.46
35.0,23.12,57.16
23.0,58.1,67.52
27.0,22.51,86.96
18.0,22.39,48.69
27.0,6.18,52.82
30.0,46.17,40.9
13.0,25.67,50.11
21.0,23.49,68.0
12.0,52.12,63.3
19.0,23.73,13.62
4.0,26.72,50.33
18.0,27.64,44.79
24.0,29.88,40.42
30.0,25.65,55.9
32.0,27.43,53.66
2.0,20.28,94.03
29.0,22.99,66.34
10.0,31.2,89.75
7.0,28.05,58.79
25.0,51.76,58.89
17.0,57.91,51.15
22.0,20.53,42.81
16.0,7.53,67.75
3.0,6.69,50.64
35.0,24.89,60.95
9.0,29.33,11.14
34.0,23.64,67.29
5.0,31.95,66.51
26.0,33.64,48.73
31.0,24.11,56.48
5.0,9.64,69.25
6.0,30.74,69.31
30.0,25.15,61.28
14.0,29.31,68.34
23.0,26.75,54.26
8.0,54.63,67.56
30.0,24.22,12.06
34.0,5.53,60.78
34.0,26.68,57.93
16.0,47.15,17.8
2.0,22.49,63.42
19.0,27.43,69.51
11.0,26.4,52.02
26.0,29.01,15.02
12.0,23.87,61.76
28.0,32.65,52.75
24.0,34.01,59.44
19.0,46.98,60.28
6.0,48.16,68.05
13.0,6.28,44.36
19.0,30.03,44.45
20.0,20.43,55.14
8.0,51.04,17.81
14.0,24.97,51.85
6.0,30.15,68.0
22.0,30.2,40.88
19.0,33.91,41.85
13.0,27.01,42.85
19.0,9.43,16.61
25.0,27.9,67.65
19.0,32.98,48.63
33.0,32.22,48.05
22.0,33.48,46.92
28.0,32.09,93.64
6.0,57.69,90.83
31.0,9.72,61.3
6.0,30.45,40.69
24.0,33.4,45.7
23.0,31.06,68.64
12.0,55.3,48.65
28.0,34.69,13.65
12.0,20.28,60.51
29.0,29.64,17.4
25.0,30.07,51.93
6.0,45.46,68.83
26.0,31.14,69.84
35.0,21.09,69.3
7.0,30.6,68.43
10.0,9.19,59.31
27.0,28.89,43.4
11.0,23.97,58.97
24.0,32.29,53.83
25.0,21.85,49.45
3.0,21.17,69.62
27.0,27.47,68.83
15.0,50.12,40.77
20.0,34.18,46.89
15.0,26.82,53.09
2.0,28.73,54.48
27.0,22.93,43.75
30.0,20.09,13.16
23.0,31.16,14.1
30.0,29.7,42.57
13.0,34.36,48.99
15.0,47.92,59.13
9.0,21.74,51.78
30.0,28.22,66.12
21.0,21.27,46.19
6.0,21.32,11.14
31.0,32.29,59.44
14.0,22.35,54.13
35.0,20.77,69.57
11.0,23.5,11.14
4.0,32.13,41.95
26.0,5.53,13.92
21.0,33.29,64.84
24.0,23.03,13.14
29.0,25.97,43.93
21.0,34.78,49.14
28.0,22.73,94.03
31.0,32.79,59.5
23.0,7.39,43.07
1.0,29.35,63.94
13.0,20.37,66.89
6.0,33.66,62.39
10.0,25.5,86.14
33.0,25.71,93.64
4.0,53.97,48.77
23.0,5.53,69.57
16.0,29.47,55.32
32.0,27.62,44.8
35.0,5.95,67.49
25.0,33.74,46.44
6.0,30.85,63.9
31.0,32.51,86.65
15.0,50.15,13.86
29.0,34.48,65.33
27.0,32.17,46.22
27.0,28.08,63.29
25.0,33.79,54.44
18.0,30.65,65.98
3.0,26.64,41.8
14.0,24.34,94.03
3.0,24.73,51.21
18.0,56.5,57.63
30.0,52.37,94.03
27.0,33.7,65.99
31.0,32.0,65.57
22.0,32.82,66.53
6.0,33.97,48.8
8.0,34.12,64.51
4.0,26.19,45.78
31.0,20.62,60.2
33.0,6.59,46.92
23.0,28.77,44.72
30.0,24.25,16.86
3.0,8.88,16.29
12.0,31.76,58.7
17.0,33.82,42.96
17.0,26.33,11.14
29.0,22.83,47.63
13.0,21.94,61.81
6.0,8.92,56.55
6.0,22.71,53.43
20.0,22.66,59.79
31.0,45.33,64.71
12.0,28.85,93.28
27.0,20.4,44.06
22.0,24.46,43.78
27.0,21.44,42.89
20.0,27.03,42.35
32.0,29.11,40.44
30.0,49.47,65.9
9.0,26.66,47.91
15.0,29.58,65.07
14.0,20.03,85.09
23.0,24.62,40.73
15.0,26.53,85.6
4.0,6.79,51.45
23.0,20.71,59.78
32.0,7.79,58.88
28.0,23.18,47.91
21.0,33.3,50.93
9.0,29.23,69.33
23.0,22.55,66.53
16.0,23.11,44.53
26.0,31.79,68.74
12.0,51.26,42.3
13.0,22.71,64.41
25.0,30.38,55.55
5.0,49.51,88.49
1.0,25.77,60.88
15.0,26.96,63.92
13.0,33.19,46.03
18.0,34.52,62.33
13.0,32.87,93.48
24.0,33.85,45.01
19.0,32.79,90.79
2.0,33.18,88.11
1.0,34.69,66.63
31.0,28.21,92.95
9.0,24.4,45.33
1.0,51.13,50.08
27.0,29.84,46.82
20.0,30.8,65.73
14.0,27.21,65.02
15.0,28.8,90.87
35.0,30.85,18.7
27.0,53.59,64.18
31.0,5.53,40.95
29.0,51.5,47.63
26.0,20.18,64.0
2.0,29.23,59.95
27.0,23.36,48.94
32.0,26.56,41.62
7.0,27.63,49.79
34.0,23.68,56.11
30.0,20.3,68.71
35.0,33.49,53.94
31.0,7.07,50.2
35.0,20.25,57.72
5.0,55.96,65.35
27.0,23.52,44.42
3.0,32.19,90.66
12.0,32.49,15.79
22.0,31.85,63.24
5.0,26.19,42.95
24.0,54.02,58.71
34.0,23.79,52.9
32.0,21.75,58.53
30.0,32.49,43.53
19.0,23.01,59.47
5.0,50.61,58.74
11.0,8.39,57.02
18.0,23.86,68.35
9.0,28.72,65.18
17.0,22.66,17.1
20.0,23.09,66.96
18.0,26.26,68.62
3.0,31.57,48.8
23.0,34.95,67.27
25.0,33.93,46.97
2.0,22.28,58.6
32.0,31.28,92.45
2.0,22.81,12.46
31.0,24.81,58.4
17.0,55.71,48.62
4.0,28.53,54.84
1.0,20.2,52.64
16.0,34.7,45.28
4.0,26.44,50.95
11.0,26.8,51.86
10.0,31.95,46.24
10.0,30.75,41.21
7.0,31.35,63.1
20.0,8.07,85.59
14.0,27.25,66.67
28.0,20.04,68.82
24.0,24.33,65.75
32.0,21.73,49.48
15.0,33.3,59.3
12.0,28.46,66.51
21.0,26.44,40.78
14.0,31.43,47.58
34.0,29.42,42.66
6.0,30.96,57.85
6.0,9.42,63.79
26.0,21.81,61.52
18.0,8.8,58.52
1.0,26.79,45.95
10.0,25.23,44.6
34.0,58.45560000000002,46.61
10.0,33.31,57.14
5.0,24.16,13.72
22.0,20.34,11.37
20.0,8.05,19.06
27.0,32.58,54.67
33.0,20.32,44.03
10.0,23.16,40.96
24.0,31.15,69.0
27.0,33.54,65.95
13.0,29.46,66.27
20.0,20.67,66.61
31.0,27.93,60.83
14.0,27.83,42.63
2.0,30.49,49.98
30.0,6.08,66.42
20.0,32.12,69.14
10.0,54.37,61.72
25.0,23.71,67.17
32.0,26.18,65.62
27.0,8.6,44.63
19.0,22.82,88.89
5.0,22.09,41.48
32.0,9.52,68.54
17.0,32.2,46.06
31.0,28.94,60.53
7.0,6.56,65.8
35.0,56.72,44.24
4.0,29.96,91.41
25.0,21.27,43.53
27.0,27.83,41.77
1.0,21.86,88.95
29.0,25.18,48.37
11.0,32.38,64.31
32.0,30.76,69.2
9.0,26.58,49.62
35.0,58.13,60.42
7.0,22.7,53.16
1.0,8.03,49.69
19.0,29.81,52.96
32.0,20.91,56.03
6.0,23.03,93.54
31.0,20.81,41.39
21.0,22.27,12.26
18.0,5.53,56.16
12.0,34.3,61.7
20.0,55.24,57.91
32.0,6.39,60.53
33.0,26.68,17.95
5.0,29.77,46.82
30.0,28.88,52.89
32.0,25.2,67.13
35.0,50.03,49.07
30.0,21.22,69.86
6.0,26.08,17.55
30.0,21.75,49.65
8.0,26.08,55.83
22.0,33.8,16.24
23.0,8.26,63.25
26.0,20.16,66.48
28.0,34.94,15.09
15.0,32.3,60.1
5.0,23.18,16.43
6.0,33.69,52.15
18.0,30.19,52.61
19.0,32.62,67.57
21.0,26.19,53.89
31.0,28.55,67.22
30.0,28.48,66.65
16.0,28.87,86.38
22.0,34.62,86.66
13.0,6.66,64.0
35.0,26.28,52.65
18.0,5.53,68.51
30.0,34.23,61.62
32.0,29.78,65.75
4.0,47.99,12.33
31.0,24.48,87.87
15.0,27.59,61.67
28.0,23.33,90.49
6.0,30.03,12.45
30.0,26.59,59.87
1.0,25.53,58.45
7.0,20.79,68.87
5.0,28.96,41.77
28.0,32.82,49.18
7.0,34.92,58.46
22.0,8.69,18.25
11.0,24.94,50.74
22.0,28.89,66.92
13.0,21.73,45.4
20.0,9.93,45.26
10.0,21.83,40.11
27.0,33.58,49.54
1.0,53.84,56.65
12.0,34.95,53.68
35.0,28.52,49.96
35.0,23.3,42.63
22.0,30.45,63.97
12.0,30.38,57.89
5.0,22.81,94.03
27.0,29.71,58.77
2.0,27.46,67.96
33.0,21.72,45.19
28.0,27.52,55.25
28.0,32.12,59.37
2.0,29.61,48.48
8.0,47.68,46.9
13.0,30.61,56.2
9.0,32.73,58.56
2.0,34.82,45.78
27.0,24.66,43.18
5.0,24.73,65.04
24.0,25.41,54.24
34.0,23.09,53.92
17.0,22.48,41.1
23.0,23.81,51.37
29.0,23.52,69.92
16.0,28.86,45.88
8.0,27.44,66.44
28.0,33.06,11.52
32.0,6.9,45.92
27.0,32.02,14.41
13.0,22.71,46.83
6.0,21.75,55.67
5.0,24.32,86.33
32.0,27.98,65.04
14.0,32.67,62.69
16.0,31.46,12.2
6.0,25.46,56.55
18.0,28.66,15.82
32.0,20.69,12.63
1.0,21.59,65.19
21.0,26.75,64.64
10.0,25.27,63.81
24.0,21.38,47.54
25.0,33.04,60.12
7.0,22.83,42.37
11.0,27.79,50.25
5.0,31.47,56.54
